person,age,country,education,diet_restriction,diet_goal,cooking_exp,eating_habits,gender,recipe_name,healthiness,Nutri_score,fsa_score,recommend_recipe,become_favorite,enjoy_eating,many_to_choose,easy_choice,choice_overwhelming,condition,num_nutri,str_condition
1170,b35_45,US,High_school,No Dietary Restrictions,"Eat less salt,Eat less sugar,Eat more fruit,Eat more vegetables,Lose weight",Medium,Neither_healthy_no_unhealthy,Male,Spinach and Feta Turkey Burgers,healthy,A,7,Agree,Agree,Agree,Disagree,Neutral,Disagree,2,1,MTL
1171,b45_55,US,BA,Vegetarian,"Eat more fruit,Eat more protein,Eat more vegetables",Medium,Healthy,Female,Sausage' Peppers' Onions' and Potato Bake,unhealthy,A,10,Agree,Agree,Agree,Neutral,Agree,Neutral,2,1,MTL
1172,b35_45,US,High_school,"Gluten-free, Lactose intolerance, Other","Eat more protein,Lose weight",Medium,Very_Healthy,Female,Farmer's Market Vegetarian Quesadillas,healthy,A,7,Neutral,Neutral,Agree,Strongly_Disagree,Agree,Strongly_Disagree,2,1,MTL
2009,b35_45,US,BA,No dietary restrictions,"Eat less sugar,Eat more protein,Eat more vegetables",Very High,Healthy,Female,Simple Carnitas,healthy,D,8,Disagree,Disagree,Neutral,Strongly_Disagree,Agree,Strongly_Disagree,3,4,Nutri
2010,b25_35,US,BA,"Halal, Lactose intolerance","Eat less sugar,Eat more fruit",Medium,Healthy,Male,Sesame Seared Tuna,healthy,B,7,Neutral,Disagree,Agree,Neutral,Neutral,Agree,3,2,Nutri
2011,b18_24,US,MSc,No dietary restrictions,No goals,Very High,Very_Healthy,Female,World's Best Lasagna,unhealthy,C,10,Strongly_Agree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,3,3,Nutri
2012,b35_45,US,BA,Diabetes,"Eat less sugar,Eat more fruit",Medium,Neither_healthy_no_unhealthy,Female,Baby Back Ribs,unhealthy,D,12,Agree,Strongly_Agree,Neutral,Strongly_Agree,Agree,Neutral,3,4,Nutri
2013,b25_35,US,BA,No dietary restrictions,No goals,Low,Neither_healthy_no_unhealthy,Male,Garlic Prime Rib,unhealthy,C,9,Neutral,Neutral,Agree,Disagree,Agree,Disagree,3,3,Nutri
2014,b35_45,US,BA,No dietary restrictions,Eat less sugar,Low,Neither_healthy_no_unhealthy,Female,Easy Chicken Satay,unhealthy,D,10,Agree,Agree,Agree,Disagree,Agree,Disagree,3,4,Nutri
2015,b25_35,US,BA,Vegetarian,"Eat less salt,Eat less sugar,Eat more fruit,Eat more vegetables",Very_Low,Very_Healthy,Male,Pizza On The Grill I,healthy,C,7,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,Strongly_Agree,3,3,Nutri
2016,b45_55,US,High_school,No dietary restrictions,Lose weight,Medium,Healthy,Female,Firecracker Grilled Alaska Salmon,healthy,C,8,Agree,Agree,Agree,Disagree,Agree,Neutral,3,3,Nutri
2018,b35_45,US,MSc,No dietary restrictions,No goals,Medium,Very_Healthy,Male,Grilled Tilapia with Mango Salsa,healthy,A,8,Strongly_Agree,Strongly_Agree,Strongly_Agree,Neutral,Neutral,Disagree,3,1,Nutri
2021,b35_45,US,BA,Vegetarian,Lose weight,Medium,Healthy,Female,Spinach and Feta Pita Bake,healthy,A,7,Agree,Agree,Strongly_Agree,Agree,Neutral,Disagree,3,1,Nutri
2022,b25_35,US,Less_high_school,No dietary restrictions,Lose weight,Low,Neither_healthy_no_unhealthy,Male,Smoky Grilled Pork Chops,healthy,B,8,Agree,Agree,Agree,Agree,Neutral,Agree,3,2,Nutri
2023,b25_35,US,High_school,Pescatarian,"Eat less sugar,Eat more vegetables,Lose weight",Very High,Healthy,Female,Spinach and Feta Pita Bake,healthy,A,7,Strongly_Agree,Agree,Strongly_Agree,Disagree,Agree,Disagree,3,1,Nutri
2024,b25_35,US,BA,No dietary restrictions,No goals,High,Healthy,Male,Italian Subs - Restaurant Style,unhealthy,D,10,Agree,Strongly_Agree,Agree,Agree,Agree,Neutral,3,4,Nutri
2025,b35_45,US,BA,No dietary restrictions,Eat more protein,High,Healthy,Female,World's Best Lasagna,unhealthy,C,10,Strongly_Agree,Strongly_Agree,Agree,Neutral,Agree,Neutral,3,3,Nutri
2026,b25_35,US,MSc,No dietary restrictions,"Eat more fruit,Eat more protein,Eat more vegetables,Lose weight",High,Very_Healthy,Female,Sausage' Peppers' Onions' and Potato Bake,unhealthy,A,10,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Neutral,3,1,Nutri
2027,b45_55,US,MSc,No dietary restrictions,"Eat less sugar,Eat more protein",High,Healthy,Male,Lamb Chops with Balsamic Reduction,healthy,B,8,Agree,Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,3,2,Nutri
2031,b45_55,US,High_school,Diabetes,Eat less sugar,Medium,Neither_healthy_no_unhealthy,Female,Sensational Sirloin Kabobs,healthy,B,8,Agree,Agree,Agree,Disagree,Agree,Disagree,3,2,Nutri
2043,b25_35,US,BA,Vegetarian,No goals,Low,Healthy,Female,California Grilled Veggie Sandwich,healthy,B,8,Agree,Neutral,Agree,Disagree,Agree,Disagree,3,2,Nutri
2044,b25_35,US,MSc,No dietary restrictions,"Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables,Lose weight",High,Very_Healthy,Female,Chicken Marsala Florentine,unhealthy,C,9,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Disagree,3,3,Nutri
2045,b35_45,US,BA,Vegetarian,Eat more vegetables,Medium,Healthy,Female,Spinach and Feta Pita Bake,healthy,A,7,Agree,Neutral,Agree,Agree,Agree,Neutral,3,1,Nutri
2046,b25_35,US,BA,Lactose intolerance,"Eat more fruit,Eat more vegetables",High,Healthy,Female,Quick Chicken Piccata,healthy,B,8,Neutral,Neutral,Agree,Agree,Disagree,Disagree,3,2,Nutri
2047,b25_35,US,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Lamb Chops with Balsamic Reduction,healthy,B,8,Agree,Agree,Strongly_Agree,Neutral,Agree,Strongly_Disagree,3,2,Nutri
2048,b45_55,US,MSc,"Lactose intolerance, Pescatarian, Vegetarian",Eat less sugar,Medium,Healthy,Male,Chicken Scarpariello,healthy,A,8,Neutral,Agree,Agree,Agree,Agree,Neutral,3,1,Nutri
2049,bover_55,US,MSc,Allergies,No goals,Very High,Healthy,Female,Foolproof Rib Roast,unhealthy,B,10,Neutral,Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,3,2,Nutri
2050,b35_45,US,MSc,"No dietary restrictions, Diabetes, Gluten free, Halal, Kosher, Lactose intolerance, Pescatarian, Vegetarian, Allergies","Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables",Very High,Healthy,Female,Pico de Gallo Chicken Quesadillas,unhealthy,B,10,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,3,2,Nutri
2051,b35_45,US,BA,No dietary restrictions,No goals,High,Healthy,Male,Authentic Louisiana Red Beans and Rice,healthy,A,8,Agree,Strongly_Agree,Neutral,Agree,Agree,Strongly_Agree,3,1,Nutri
2053,b35_45,US,BA,No dietary restrictions,No goals,High,Healthy,Female,Spinach and Feta Turkey Burgers,healthy,A,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,1,Nutri
2054,b25_35,US,BA,No dietary restrictions,No goals,High,Healthy,Female,Kathy's Roast and Vegetables,healthy,A,7,Agree,Agree,Agree,Disagree,Agree,Neutral,3,1,Nutri
2055,b18_24,US,BA,Gluten free,Eat less sugar,Medium,Healthy,Male,Simple Carnitas,healthy,D,8,Agree,Agree,Agree,Disagree,Neutral,Neutral,3,4,Nutri
2056,b25_35,US,BA,No dietary restrictions,"Eat less salt,Eat less sugar,Eat more protein,Lose weight",Very High,Unhealthy,Female,Garlic Prime Rib,unhealthy,C,9,Strongly_Agree,Strongly_Agree,Strongly_Agree,Disagree,Strongly_Agree,Strongly_Disagree,3,3,Nutri
2057,b35_45,US,High_school,No dietary restrictions,No goals,Very_Low,Very_unhealthy,Male,Easy Chicken Enchiladas,unhealthy,D,10,Neutral,Neutral,Agree,Strongly_Disagree,Strongly_Agree,Disagree,3,4,Nutri
2058,b25_35,US,High_school,No dietary restrictions,"Eat less sugar,Lose weight",Low,Neither_healthy_no_unhealthy,Male,Sarge's EZ Pulled Pork BBQ,healthy,A,7,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Disagree,Agree,3,1,Nutri
2060,b25_35,US,BA,No dietary restrictions,No goals,Low,Neither_healthy_no_unhealthy,Male,Pork Chops Stuffed with Smoked Gouda and Bacon,unhealthy,C,10,Neutral,Neutral,Agree,Disagree,Agree,Disagree,3,3,Nutri
2061,b35_45,US,MSc,"No dietary restrictions, Vegetarian",No goals,Medium,Very_Healthy,Female,Spinach and Feta Pita Bake,healthy,A,7,Neutral,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,3,1,Nutri
2062,b25_35,US,BA,No dietary restrictions,Eat less salt,Very High,Very_Healthy,Male,Marinated Grilled Shrimp,healthy,A,6,Strongly_Agree,Agree,Strongly_Agree,Agree,Disagree,Neutral,3,1,Nutri
2063,b25_35,US,BA,No dietary restrictions,No goals,Medium,Healthy,Female,Sausage' Peppers' Onions' and Potato Bake,unhealthy,A,10,Agree,Strongly_Agree,Agree,Agree,Disagree,Agree,3,1,Nutri
2064,b35_45,US,BA,No dietary restrictions,Eat less salt,Medium,Healthy,Male,Baked Ziti IV,unhealthy,C,10,Disagree,Strongly_Disagree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,3,3,Nutri
2065,bover_55,US,BA,No dietary restrictions,"Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables,Lose weight",Low,Healthy,Male,Queenie's Killer Tomato Bagel Sandwich,healthy,B,8,Agree,Strongly_Agree,Strongly_Agree,Agree,Disagree,Agree,3,2,Nutri
2066,b35_45,US,BA,Allergies,Lose weight,High,Healthy,Female,Chicken Scarpariello,healthy,A,8,Agree,Neutral,Agree,Disagree,Strongly_Disagree,Agree,3,1,Nutri
2067,b45_55,US,BA,Lactose intolerance,"Eat less sugar,Lose weight",Medium,Neither_healthy_no_unhealthy,Female,Foolproof Rib Roast,unhealthy,B,10,Agree,Agree,Strongly_Agree,Agree,Neutral,Neutral,3,2,Nutri
2068,b25_35,US,BA,No dietary restrictions,Eat less sugar,High,Healthy,Female,Simple BBQ Ribs,unhealthy,D,10,Agree,Agree,Agree,Agree,Agree,Strongly_Disagree,3,4,Nutri
2069,b45_55,US,High_school,No dietary restrictions,No goals,Very High,Healthy,Male,Breakfast Sausage,unhealthy,D,10,Agree,Agree,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,3,4,Nutri
2070,b35_45,US,High_school,No dietary restrictions,No goals,Medium,Unhealthy,Male,Pork Chops Stuffed with Smoked Gouda and Bacon,unhealthy,C,10,Agree,Neutral,Strongly_Agree,Strongly_Disagree,Agree,Disagree,3,3,Nutri
2071,b25_35,US,BA,No dietary restrictions,No goals,Low,Unhealthy,Female,Crispy Fried Chicken,healthy,A,6,Agree,Neutral,Agree,Disagree,Agree,Disagree,3,1,Nutri
2072,bover_55,US,MSc,Diabetes,"Eat more fruit,Eat more protein,Eat more vegetables",Very High,Healthy,Female,Marinated Grilled Shrimp,healthy,A,6,Strongly_Agree,Agree,Agree,Agree,Strongly_Agree,Neutral,3,1,Nutri
2075,b25_35,US,High_school,No dietary restrictions,Eat less sugar,Medium,Neither_healthy_no_unhealthy,Male,Coconut Shrimp I,healthy,A,7,Strongly_Agree,Agree,Agree,Strongly_Disagree,Strongly_Agree,Disagree,3,1,Nutri
2076,bover_55,US,High_school,No dietary restrictions,No goals,High,Healthy,Female,Baked Halibut Steaks,healthy,A,5,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Neutral,Disagree,3,1,Nutri
2077,b25_35,US,BA,Lactose intolerance,Lose weight,High,Healthy,Male,Rosemary Chicken with Orange-Maple Glaze,unhealthy,B,9,Neutral,Neutral,Agree,Agree,Disagree,Disagree,3,2,Nutri
2078,b25_35,US,BA,No dietary restrictions,No goals,High,Healthy,Male,Roasted Rack of Lamb,unhealthy,D,10,Agree,Agree,Strongly_Agree,Agree,Agree,Neutral,3,4,Nutri
2080,b25_35,US,MSc,Vegetarian,Eat less sugar,High,Healthy,Male,Coconut Shrimp I,healthy,A,7,Strongly_Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,3,1,Nutri
2081,b35_45,US,BA,Gluten free,Lose weight,Low,Neither_healthy_no_unhealthy,Female,Boiled Chicken,healthy,A,5,Agree,Agree,Strongly_Agree,Neutral,Agree,Neutral,3,1,Nutri
2082,b45_55,US,MSc,Vegetarian,Eat less salt,Medium,Healthy,Male,Tomato Chicken Parmesan,unhealthy,C,10,Neutral,Agree,Agree,Neutral,Agree,Neutral,3,3,Nutri
2083,b45_55,US,MSc,"Vegetarian, Allergies","Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables",High,Healthy,Male,Farmer's Market Vegetarian Quesadillas,healthy,A,7,Agree,Neutral,Agree,Agree,Neutral,Agree,3,1,Nutri
2084,b25_35,US,MSc,No dietary restrictions,Eat more protein,High,Healthy,Male,Garlic Prime Rib,unhealthy,C,9,Strongly_Agree,Strongly_Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,3,3,Nutri
2085,b25_35,US,BA,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,BBQ NY Strip,unhealthy,D,10,Agree,Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,3,4,Nutri
2086,b45_55,US,MSc,No dietary restrictions,No goals,Low,Healthy,Male,Teena's Spicy Pesto Chicken and Pasta,healthy,A,7,Agree,Agree,Agree,Disagree,Disagree,Strongly_Disagree,3,1,Nutri
2087,b35_45,US,BA,Lactose intolerance,"Eat less sugar,Eat more vegetables,Lose weight",Medium,Neither_healthy_no_unhealthy,Female,Mom's Favorite Baked Mac and Cheese,unhealthy,D,10,Agree,Agree,Agree,Strongly_Agree,Disagree,Agree,3,4,Nutri
2088,b25_35,US,High_school,No dietary restrictions,Lose weight,Very High,Healthy,Female,Linda's Lasagna,unhealthy,B,10,Agree,Neutral,Agree,Agree,Disagree,Disagree,3,2,Nutri
2089,b35_45,US,MSc,Vegetarian,"Eat less salt,Eat more fruit,Eat more vegetables,Lose weight",High,Very_Healthy,Male,Authentic Louisiana Red Beans and Rice,healthy,A,8,Agree,Neutral,Agree,Disagree,Agree,Disagree,3,1,Nutri
2090,b25_35,US,BA,No dietary restrictions,No goals,Medium,Healthy,Female,Sausage' Peppers' Onions' and Potato Bake,unhealthy,A,10,Strongly_Agree,Agree,Strongly_Agree,Disagree,Neutral,Neutral,3,1,Nutri
2091,bover_55,US,BA,"Diabetes, Allergies","Eat more protein,Eat more vegetables,Gain weight",High,Very_Healthy,Female,Simple Carnitas,healthy,D,8,Agree,Strongly_Agree,Strongly_Agree,Neutral,Agree,Agree,3,4,Nutri
2092,b25_35,US,High_school,No dietary restrictions,"Eat less sugar,Eat more vegetables",Medium,Neither_healthy_no_unhealthy,Female,Kickin' London Broil with Bleu Cheese Butter,healthy,B,8,Agree,Agree,Strongly_Agree,Disagree,Agree,Disagree,3,2,Nutri
2093,bover_55,US,BA,"Halal, Pescatarian","Eat less sugar,Eat more fruit",Very High,Very_Healthy,Male,Souvlaki,healthy,A,6,Strongly_Agree,Neutral,Strongly_Agree,Neutral,Strongly_Agree,Agree,3,1,Nutri
2094,bover_55,US,Doctorate,No dietary restrictions,"Eat less salt,Eat less sugar,Lose weight",Medium,Healthy,Female,Barbequed Ribs,unhealthy,C,11,Agree,Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,3,3,Nutri
2095,b35_45,US,Doctorate,No dietary restrictions,"Eat more vegetables,Lose weight",High,Healthy,Female,Grilled Tilapia with Mango Salsa,healthy,A,8,Neutral,Agree,Agree,Strongly_Disagree,Agree,Disagree,3,1,Nutri
2096,b35_45,US,MSc,Vegetarian,Eat less salt,Medium,Healthy,Female,Sausage' Peppers' Onions' and Potato Bake,unhealthy,A,10,Neutral,Agree,Agree,Agree,Neutral,Agree,3,1,Nutri
2097,b45_55,US,MSc,Vegetarian,"Eat more fruit,Eat more protein,Eat more vegetables,Lose weight",High,Healthy,Male,California Grilled Veggie Sandwich,healthy,B,8,Strongly_Agree,Agree,Strongly_Agree,Neutral,Strongly_Agree,Neutral,3,2,Nutri
2098,b25_35,US,MSc,No dietary restrictions,No goals,High,Very_Healthy,Female,Spinach and Feta Turkey Burgers,healthy,A,7,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,3,1,Nutri
2099,b35_45,US,Doctorate,No dietary restrictions,No goals,Medium,Very_Healthy,Male,Spinach and Feta Turkey Burgers,healthy,A,7,Agree,Agree,Agree,Disagree,Agree,Disagree,3,1,Nutri
2100,b35_45,US,BA,Diabetes,"Eat less salt,Eat less sugar,Eat more protein,Gain weight",High,Healthy,Female,Sarge's EZ Pulled Pork BBQ,healthy,A,7,Strongly_Agree,Agree,Strongly_Agree,Agree,Neutral,Agree,3,1,Nutri
2101,b25_35,US,High_school,No dietary restrictions,No goals,Medium,Neither_healthy_no_unhealthy,Male,Pico de Gallo Chicken Quesadillas,unhealthy,B,10,Strongly_Agree,Strongly_Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,3,2,Nutri
2102,b25_35,US,BA,No dietary restrictions,"Eat less sugar,Lose weight",Very High,Healthy,Female,Whit's Chicken Enchiladas,unhealthy,D,10,Neutral,Agree,Agree,Neutral,Agree,Disagree,3,4,Nutri
2103,b35_45,US,BA,Diabetes,"Eat less sugar,Eat more fruit,Eat more vegetables",Medium,Neither_healthy_no_unhealthy,Female,Simple Carnitas,healthy,D,8,Neutral,Agree,Strongly_Agree,Disagree,Agree,Neutral,3,4,Nutri
2104,b45_55,US,BA,Diabetes,"Eat less sugar,Eat more fruit,Eat more vegetables",High,Neither_healthy_no_unhealthy,Female,Simple Carnitas,healthy,D,8,Agree,Strongly_Agree,Agree,Disagree,Agree,Disagree,3,4,Nutri
2105,b25_35,US,BA,No dietary restrictions,Lose weight,Medium,Healthy,Female,Farmer's Market Vegetarian Quesadillas,healthy,A,7,Strongly_Agree,Strongly_Agree,Strongly_Agree,Disagree,Agree,Agree,3,1,Nutri
2106,bover_55,US,High_school,No dietary restrictions,"Eat less sugar,Eat more fruit",Medium,Neither_healthy_no_unhealthy,Female,Maple Salmon,healthy,C,8,Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Disagree,3,3,Nutri
2107,b35_45,US,BA,No dietary restrictions,"Eat less salt,Eat more protein,Eat more vegetables,Lose weight",High,Healthy,Male,Lamb Chops with Balsamic Reduction,healthy,B,8,Agree,Agree,Strongly_Agree,Disagree,Agree,Disagree,3,2,Nutri
2108,b45_55,US,BA,No dietary restrictions,"Eat less sugar,Eat more fruit,Eat more vegetables,Lose weight",Medium,Healthy,Male,Spinach and Feta Turkey Burgers,healthy,A,7,Agree,Disagree,Neutral,Agree,Disagree,Neutral,3,1,Nutri
2109,b35_45,US,BA,Gluten free,Lose weight,Very_Low,Unhealthy,Female,Sarge's EZ Pulled Pork BBQ,healthy,A,7,Neutral,Agree,Agree,Strongly_Disagree,Agree,Disagree,3,1,Nutri
2110,b45_55,US,MSc,Vegetarian,"Eat less salt,Eat less sugar",High,Healthy,Female,Grilled Marinated Shrimp,unhealthy,C,9,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,3,3,Nutri
2111,b45_55,US,MSc,Vegetarian,Eat less sugar,High,Very_Healthy,Male,Pico de Gallo Chicken Quesadillas,unhealthy,B,10,Agree,Strongly_Agree,Neutral,Agree,Strongly_Agree,Agree,3,2,Nutri
2112,b25_35,US,BA,No dietary restrictions,"Eat less salt,Eat less sugar",Medium,Healthy,Female,Simple Country Ribs,unhealthy,C,12,Agree,Strongly_Agree,Agree,Disagree,Agree,Neutral,3,3,Nutri
2113,bover_55,US,BA,No dietary restrictions,Lose weight,High,Healthy,Female,Grilled Roasted Red Pepper and Ham Sandwich,unhealthy,E,10,Strongly_Agree,Strongly_Agree,Strongly_Agree,Disagree,Agree,Disagree,3,5,Nutri
2114,b25_35,US,BA,No dietary restrictions,"Eat more protein,Eat more vegetables,Gain weight",Low,Neither_healthy_no_unhealthy,Male,Best Beef Dip Ever,unhealthy,B,9,Agree,Agree,Agree,Agree,Agree,Disagree,3,2,Nutri
2115,b18_24,US,BA,No dietary restrictions,Gain weight,Medium,Neither_healthy_no_unhealthy,Male,G's Flank Steak Marinade,healthy,D,8,Agree,Strongly_Agree,Agree,Disagree,Disagree,Disagree,3,4,Nutri
2118,b25_35,US,MSc,Vegetarian,Eat more fruit,Very High,Very_Healthy,Male,Pizza On The Grill I,healthy,C,7,Agree,Agree,Agree,Agree,Agree,Agree,3,3,Nutri
2119,b25_35,US,BA,No dietary restrictions,Eat less sugar,Very High,Very_Healthy,Male,California Grilled Veggie Sandwich,healthy,B,8,Agree,Strongly_Agree,Agree,Neutral,Strongly_Agree,Agree,3,2,Nutri
2120,b18_24,US,High_school,No dietary restrictions,Eat less sugar,Low,Healthy,Male,Crustless Spinach Quiche,unhealthy,D,9,Agree,Agree,Agree,Agree,Agree,Strongly_Disagree,3,4,Nutri
2121,b25_35,US,BA,No dietary restrictions,Eat less sugar,High,Very_Healthy,Male,Grilled Tilapia with Mango Salsa,healthy,A,8,Strongly_Agree,Agree,Agree,Disagree,Agree,Strongly_Agree,3,1,Nutri
2122,b35_45,US,BA,No dietary restrictions,"Eat less salt,Eat less sugar,Eat more fruit,Eat more protein,Eat more vegetables,Lose weight",High,Healthy,Male,Chipotle Crusted Pork Tenderloin,healthy,B,8,Agree,Neutral,Strongly_Agree,Disagree,Agree,Strongly_Disagree,3,2,Nutri
2123,b45_55,US,BA,No dietary restrictions,"Eat more vegetables,Lose weight",Medium,Neither_healthy_no_unhealthy,Female,Spinach and Feta Pita Bake,healthy,A,7,Agree,Neutral,Strongly_Agree,Disagree,Agree,Strongly_Disagree,3,1,Nutri
2124,bover_55,US,MSc,No dietary restrictions,"Eat less salt,Eat less sugar,Eat more fruit",High,Healthy,Female,Lamb Chops with Balsamic Reduction,healthy,B,8,Strongly_Agree,Strongly_Agree,Agree,Disagree,Neutral,Agree,3,2,Nutri
2125,b45_55,US,BA,Vegetarian,"Eat less salt,Eat more fruit,Eat more protein,Eat more vegetables",High,Healthy,Female,California Grilled Veggie Sandwich,healthy,B,8,Strongly_Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,Agree,3,2,Nutri
2126,bover_55,US,MSc,No dietary restrictions,"Eat less salt,Eat less sugar,Eat more fruit,Eat more vegetables",High,Healthy,Female,Sausage' Peppers' Onions' and Potato Bake,unhealthy,A,10,Strongly_Agree,Strongly_Agree,Agree,Disagree,Neutral,Agree,3,1,Nutri
2127,b25_35,US,BA,Vegetarian,Eat more fruit,Very High,Very_Healthy,Male,Farmer's Market Vegetarian Quesadillas,healthy,A,7,Strongly_Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,Agree,3,1,Nutri
2128,b45_55,US,BA,No dietary restrictions,"Eat less salt,Eat more fruit",Medium,Healthy,Male,Sarge's EZ Pulled Pork BBQ,healthy,A,7,Agree,Agree,Agree,Agree,Neutral,Agree,3,1,Nutri
2129,b25_35,US,MSc,Halal,Eat less salt,Medium,Healthy,Male,Baked Halibut Steaks,healthy,A,5,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,3,1,Nutri
2130,b45_55,US,BA,Vegetarian,"Eat more protein,Eat more vegetables",High,Healthy,Male,Garden Veggie Pizza Squares,healthy,D,8,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,3,4,Nutri
2131,b45_55,US,BA,No dietary restrictions,"Eat more fruit,Eat more protein,Eat more vegetables",Very High,Very_Healthy,Female,Farmer's Market Vegetarian Quesadillas,healthy,A,7,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Neutral,Neutral,3,1,Nutri
2132,b25_35,US,High_school,Diabetes,Eat less sugar,High,Healthy,Male,Coconut Shrimp I,healthy,A,7,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,3,1,Nutri
