person,age,country,education,gender,FK_1,FK_2,FK_3,FK_4,FK_5,category,recipe_id,recipe_name,Nutri_score,fsa_score,healthiness,title,liked_recipes,prepare_recipes,fit_preference,know_many,recommend_recipe,many_to_choose,easy_choice,choice_overwhelming,sys_time,unders_sys,many_actions,condition,recommender,recipe_popularity,calories,recipe_size,preparation_time,n_ingredient
3032,b18_24,GB,High_school,Male,4,4,3,2,4,Meat and Poultry,585,Slow Cooked Corned Beef for Sandwiches,B,8,healthy,EvaluateChoices,2,2,3,5,3,3,2,2,1,5,4,No label,KB,4.0,650.0,4.0,45.0,10.0
3031,b25_35,GB,BA,Female,4,5,4,2,2,Meat and Poultry,650,Slider-Style Mini Burgers,D,8,healthy,EvaluateChoices,4,3,3,4,2,2,4,2,3,4,3,No label,KB,4.0,700.0,4.0,60.0,10.0
3030,bover_55,GB,BA,Male,4,4,2,2,2,Seafood Pasta and Noodles,1076,Salmon Cakes II,D,9,unhealthy,EvaluateChoices,4,3,4,4,3,1,4,1,2,4,3,No label,KB,0.0,600.0,2.0,60.0,5.0
3029,b18_24,GB,High_school,Female,3,4,2,2,3,Barbecue,1171,Bronco Burger,C,10,unhealthy,EvaluateChoices,4,2,4,3,3,2,4,2,2,4,2,No label,KB,4.0,500.0,3.0,30.0,4.0
3028,b25_35,GB,BA,Female,4,3,4,2,3,Seafood Pasta and Noodles,1602,Baked Salmon Fillets Dijon,D,9,unhealthy,EvaluateChoices,4,4,5,2,4,3,4,3,2,4,2,No label,KB,4.0,700.0,2.0,30.0,8.0
3027,b18_24,GB,MSc,Female,4,3,2,2,3,Meat and Poultry,203,World's Best Lasagna,C,10,unhealthy,EvaluateChoices,4,3,3,3,3,4,3,4,2,4,2,No label,KB,0.0,600.0,1.0,20.0,5.0
3026,b18_24,GB,High_school,Female,4,2,2,2,5,Meat and Poultry,627,Chef John's Italian Meatballs,C,7,healthy,EvaluateChoices,4,4,4,3,3,4,2,4,4,5,3,No label,KB,4.0,500.0,2.0,30.0,7.0
3025,bover_55,GB,MSc,Male,5,5,1,1,5,Fruits and Vegetables,1185,Cajun Chicken Pasta,C,10,unhealthy,EvaluateChoices,5,5,5,3,5,4,4,4,2,4,3,No label,KB,0.0,500.0,6.0,55.0,5.0
3024,b25_35,GB,BA,Female,4,3,2,4,2,Seafood Pasta and Noodles,283,Ultimate Shrimp Scampi,B,10,unhealthy,EvaluateChoices,4,2,4,4,3,2,4,2,2,4,2,No label,KB,0.0,300.0,4.0,60.0,5.0
3023,bover_55,GB,BA,Female,4,4,2,2,4,Fruits and Vegetables,294,Real Italian Calzones,D,8,healthy,EvaluateChoices,4,3,3,4,3,4,2,3,2,4,2,No label,KB,4.0,500.0,1.0,15.0,5.0
3022,b25_35,GB,MSc,Male,4,4,3,2,4,Seafood Pasta and Noodles,58,Broiled Tilapia Parmesan,B,7,healthy,EvaluateChoices,3,2,2,2,2,4,2,3,2,4,2,No label,KB,4.0,1000.0,2.0,45.0,10.0
3021,b25_35,GB,High_school,Female,4,3,4,2,4,Meat and Poultry,203,World's Best Lasagna,C,10,unhealthy,EvaluateChoices,5,5,4,4,5,3,4,2,2,4,3,No label,KB,4.0,800.0,1.0,30.0,5.0
3020,b25_35,GB,BA,Female,2,4,1,2,3,Meat and Poultry,2312,Classic Cuban Midnight (Medianoche) Sandwich,D,10,unhealthy,EvaluateChoices,4,4,4,3,3,2,4,2,2,4,2,No label,KB,4.0,400.0,4.0,45.0,6.0
3019,b25_35,GB,BA,Female,4,2,3,2,3,Meat and Poultry,75,Angela's Awesome Enchiladas,B,10,unhealthy,EvaluateChoices,4,4,4,4,5,2,4,2,2,5,4,No label,KB,4.0,300.0,2.0,30.0,6.0
3018,b25_35,GB,High_school,Female,4,4,4,2,4,Barbecue,609,Rosemary Ranch Chicken Kabobs,D,9,unhealthy,EvaluateChoices,4,2,4,5,3,2,4,2,2,4,2,No label,KB,4.0,700.0,4.0,30.0,5.0
3017,b18_24,GB,High_school,Female,2,3,1,1,3,Seafood Pasta and Noodles,1538,Penne and Vodka Sauce,C,10,unhealthy,EvaluateChoices,4,2,4,4,2,3,2,2,2,4,2,No label,KB,0.0,500.0,4.0,60.0,5.0
3016,b18_24,GB,BA,Female,3,3,3,2,4,Meat and Poultry,203,World's Best Lasagna,C,10,unhealthy,EvaluateChoices,3,3,2,4,2,4,3,3,3,4,4,No label,KB,4.0,500.0,2.0,60.0,5.0
5012,bover_55,GB,BA,Male,4,4,3,2,4,Meat and Poultry,53,Slow Cooker Ham,D,10,unhealthy,EvaluateChoices,3,3,3,4,3,2,4,3,1,4,4,Boost,KB,4.0,215.0,2.0,31.0,10.0
5013,b35_45,GB,High_school,Female,2,2,1,2,3,Seafood Pasta and Noodles,58,Broiled Tilapia Parmesan,B,7,healthy,EvaluateChoices,4,4,4,5,3,4,3,2,1,5,2,Boost,KB,0.0,450.0,1.0,30.0,5.0
5014,b25_35,GB,BA,Female,4,4,3,3,3,Meat and Poultry,203,World's Best Lasagna,C,10,unhealthy,EvaluateChoices,4,4,4,3,4,2,2,2,3,2,3,Boost,KB,4.0,600.0,4.0,30.0,5.0
5015,b25_35,GB,High_school,Male,4,3,2,2,4,Meat and Poultry,137,Awesome Slow Cooker Pot Roast,B,9,unhealthy,EvaluateChoices,2,2,4,5,2,1,5,2,1,5,2,Boost,KB,0.0,1000.0,1.0,60.0,10.0
5016,b25_35,GB,BA,Female,4,2,4,1,4,Meat and Poultry,911,BBQ Glazed Homemade Meatballs,D,8,healthy,EvaluateChoices,3,2,2,5,2,4,2,5,5,2,4,Boost,KB,4.0,400.0,3.0,30.0,5.0
5017,b18_24,GB,MSc,Male,3,3,2,2,2,Meat and Poultry,203,World's Best Lasagna,C,10,unhealthy,EvaluateChoices,3,3,3,3,3,4,2,3,2,2,2,Boost,KB,4.0,1000.0,5.0,45.0,5.0
5018,b35_45,GB,High_school,refuse_to_disc,2,4,2,2,4,Meat and Poultry,585,Slow Cooked Corned Beef for Sandwiches,B,8,healthy,EvaluateChoices,5,3,5,4,4,4,2,3,1,5,1,Boost,KB,0.0,1000.0,3.0,60.0,5.0
5019,b45_55,GB,BA,Male,4,5,2,1,4,Seafood Pasta and Noodles,4584,Zippy Summer Shrimp,A,6,healthy,EvaluateChoices,4,4,4,4,2,4,2,2,4,4,2,Boost,KB,4.0,600.0,2.0,30.0,6.0
5020,b35_45,GB,BA,Male,4,2,2,3,4,Seafood Pasta and Noodles,917,Anna's Amazing Easy Pleasy Meatballs over Buttered Noodles,C,9,unhealthy,EvaluateChoices,4,3,4,3,3,2,4,2,1,5,2,Boost,KB,0.0,1000.0,1.0,20.0,5.0
5021,b35_45,GB,BA,Female,4,3,1,2,2,Seafood Pasta and Noodles,384,Fish Tacos,A,5,healthy,EvaluateChoices,3,1,2,5,1,3,1,2,1,5,2,Boost,KB,4.0,650.0,4.0,30.0,8.0
5022,b35_45,GB,High_school,Female,3,3,1,3,3,Meat and Poultry,203,World's Best Lasagna,C,10,unhealthy,EvaluateChoices,3,2,2,5,3,3,3,3,5,5,5,Boost,KB,0.0,200.0,4.0,60.0,7.0
5023,b25_35,GB,BA,Female,4,4,2,2,2,Fruits and Vegetables,1006,Pizza Without the Red Sauce,C,7,healthy,EvaluateChoices,4,4,4,3,3,2,4,2,3,4,3,Boost,KB,4.0,500.0,2.0,60.0,10.0
5024,b45_55,GB,High_school,Female,1,5,3,3,1,Meat and Poultry,725,Linda's Lasagna,B,10,unhealthy,EvaluateChoices,5,4,4,3,4,2,4,1,3,4,2,Boost,KB,0.0,1000.0,2.0,25.0,3.0
5025,b45_55,GB,BA,Female,4,4,2,2,2,Fruits and Vegetables,1185,Cajun Chicken Pasta,C,10,unhealthy,EvaluateChoices,5,4,4,3,3,2,4,2,2,4,2,Boost,KB,4.0,400.0,4.0,30.0,5.0
5026,b45_55,GB,MSc,Male,2,3,2,1,3,Meat and Poultry,650,Slider-Style Mini Burgers,D,8,healthy,EvaluateChoices,4,3,4,4,3,1,4,1,1,5,1,Boost,KB,4.0,700.0,4.0,45.0,7.0
5027,b45_55,GB,High_school,Female,4,4,2,1,3,Fruits and Vegetables,2203,Red Lentil Curry,A,6,healthy,EvaluateChoices,5,3,4,4,3,2,4,1,4,4,3,Boost,KB,4.0,550.0,4.0,60.0,5.0
5028,b45_55,GB,High_school,Female,4,5,2,3,3,Meat and Poultry,203,World's Best Lasagna,C,10,unhealthy,EvaluateChoices,4,4,4,4,5,4,3,5,2,2,2,Boost,KB,4.0,600.0,4.0,50.0,8.0
5029,b45_55,GB,High_school,Female,2,4,3,2,4,Meat and Poultry,911,BBQ Glazed Homemade Meatballs,D,8,healthy,EvaluateChoices,4,4,4,4,3,4,2,2,2,4,2,Boost,KB,0.0,400.0,2.0,20.0,5.0
5030,b35_45,GB,BA,Female,4,4,2,2,3,Meat and Poultry,53,Slow Cooker Ham,D,10,unhealthy,EvaluateChoices,4,4,4,3,4,4,4,2,2,4,4,Boost,KB,4.0,500.0,4.0,60.0,5.0
5031,b35_45,GB,BA,Female,4,4,2,2,2,Fruits and Vegetables,1006,Pizza Without the Red Sauce,C,7,healthy,EvaluateChoices,4,2,3,5,3,1,3,1,5,4,3,Boost,KB,0.0,500.0,1.0,60.0,10.0
5032,b45_55,GB,BA,Male,5,5,2,2,5,Fruits and Vegetables,303,Garden Veggie Pizza Squares,D,8,healthy,EvaluateChoices,4,4,5,4,5,2,4,1,2,5,2,Boost,KB,3.8,500.0,2.0,45.0,6.0
5033,bover_55,GB,MSc,Female,4,4,3,2,3,Meat and Poultry,406,Kalua Pig in a Slow Cooker,B,8,healthy,EvaluateChoices,4,4,4,4,3,2,4,1,1,4,1,Boost,KB,0.0,500.0,2.0,45.0,5.0
5034,b18_24,GB,High_school,Female,3,2,2,2,4,Meat and Poultry,650,Slider-Style Mini Burgers,D,8,healthy,EvaluateChoices,4,2,4,4,3,2,4,2,2,3,2,Boost,KB,4.0,600.0,4.0,60.0,10.0
5035,bover_55,GB,BA,Female,4,3,2,2,3,Meat and Poultry,650,Slider-Style Mini Burgers,D,8,healthy,EvaluateChoices,4,3,4,2,4,2,4,2,1,4,1,Boost,KB,4.0,800.0,1.0,30.0,3.0
5036,b25_35,GB,BA,Female,3,4,2,2,2,Meat and Poultry,911,BBQ Glazed Homemade Meatballs,D,8,healthy,EvaluateChoices,4,4,4,3,3,2,4,2,2,4,2,Boost,KB,0.0,600.0,2.0,30.0,5.0
5037,b35_45,GB,MSc,Female,4,3,2,3,2,Fruits and Vegetables,956,Pizza On The Grill I,C,7,healthy,EvaluateChoices,4,4,4,4,3,2,4,2,2,5,2,Boost,KB,4.0,400.0,4.0,20.0,5.0
5038,b25_35,GB,MSc,refuse_to_disc,2,3,1,2,4,Seafood Pasta and Noodles,384,Fish Tacos,A,5,healthy,EvaluateChoices,4,3,3,4,4,4,1,5,4,4,4,Boost,KB,4.0,600.0,4.0,20.0,8.0
5039,b18_24,GB,High_school,Female,3,4,3,1,3,Meat and Poultry,911,BBQ Glazed Homemade Meatballs,D,8,healthy,EvaluateChoices,4,3,3,3,4,5,2,3,2,5,3,Boost,KB,4.0,430.0,1.0,30.0,7.0
5040,b45_55,GB,BA,Female,4,3,2,1,5,Meat and Poultry,650,Slider-Style Mini Burgers,D,8,healthy,EvaluateChoices,2,3,2,4,3,3,2,2,2,4,2,Boost,KB,0.0,500.0,2.0,45.0,5.0
5041,b45_55,GB,MSc,Female,3,4,2,2,4,Meat and Poultry,75,Angela's Awesome Enchiladas,B,10,unhealthy,EvaluateChoices,4,3,4,4,4,2,3,4,3,2,3,Boost,KB,0.0,300.0,3.0,30.0,5.0
5042,b25_35,GB,BA,Male,4,2,2,2,1,Meat and Poultry,627,Chef John's Italian Meatballs,C,7,healthy,EvaluateChoices,4,5,5,4,4,4,2,1,1,4,2,Boost,KB,0.0,600.0,4.0,60.0,5.0
5043,b45_55,GB,High_school,Male,4,3,1,2,4,Meat and Poultry,457,Manicotti Alla Romana,B,10,unhealthy,EvaluateChoices,4,4,2,1,4,4,2,2,1,4,1,Boost,KB,4.0,400.0,1.0,30.0,4.0
5044,b18_24,GB,BA,refuse_to_disc,2,3,1,1,2,Fruits and Vegetables,93,Taqueria Style Tacos - Carne Asada,A,9,unhealthy,EvaluateChoices,4,4,4,4,3,2,4,2,1,4,1,Boost,KB,0.0,700.0,3.0,60.0,6.0
5045,bover_55,GB,MSc,refuse_to_disc,4,4,2,2,4,Meat and Poultry,352,Easy Herb Roasted Turkey,A,8,healthy,EvaluateChoices,4,4,4,3,2,2,3,2,2,4,2,Boost,KB,4.0,300.0,2.0,30.0,3.0
5046,b35_45,GB,BA,Male,4,5,3,2,3,Meat and Poultry,585,Slow Cooked Corned Beef for Sandwiches,B,8,healthy,EvaluateChoices,5,3,5,3,4,2,4,1,1,4,5,Boost,KB,4.0,500.0,4.0,60.0,8.0
5047,b18_24,GB,High_school,Female,2,4,2,3,3,Fruits and Vegetables,1006,Pizza Without the Red Sauce,C,7,healthy,EvaluateChoices,4,3,4,4,3,5,2,4,2,4,2,Boost,KB,3.8,500.0,2.0,40.0,5.0
5048,b18_24,GB,High_school,Female,4,4,3,2,4,Meat and Poultry,650,Slider-Style Mini Burgers,D,8,healthy,EvaluateChoices,2,2,3,5,2,2,2,2,2,4,2,Boost,KB,4.0,500.0,3.0,30.0,5.0
5049,bover_55,GB,High_school,Female,3,4,2,3,5,Meat and Poultry,650,Slider-Style Mini Burgers,D,8,healthy,EvaluateChoices,4,5,4,3,3,1,4,1,1,4,1,Boost,KB,4.0,450.0,1.0,30.0,5.0
5050,b18_24,GB,BA,Female,4,2,2,2,4,Seafood Pasta and Noodles,154,Szechwan Shrimp,B,6,healthy,EvaluateChoices,4,4,5,3,4,5,3,4,2,5,2,Boost,KB,4.0,750.0,2.0,20.0,4.0
5051,b18_24,GB,High_school,Female,4,3,2,3,3,Fruits and Vegetables,93,Taqueria Style Tacos - Carne Asada,A,9,unhealthy,EvaluateChoices,5,4,4,3,5,1,5,1,1,5,1,Boost,KB,4.0,800.0,2.0,30.0,5.0
5052,b35_45,GB,High_school,Female,3,4,3,2,3,Meat and Poultry,457,Manicotti Alla Romana,B,10,unhealthy,EvaluateChoices,3,3,3,5,2,4,2,3,3,4,3,Boost,KB,4.0,750.0,2.0,30.0,5.0
5053,b18_24,GB,MSc,Female,5,3,3,3,3,Fruits and Vegetables,1553,Spinach and Mushroom Quesadillas,D,8,healthy,EvaluateChoices,5,5,5,4,5,1,5,3,3,4,3,Boost,KB,4.0,1000.0,4.0,60.0,10.0
5054,b25_35,GB,BA,Female,3,2,2,2,4,Barbecue,1391,Chipotle Crusted Pork Tenderloin,B,8,healthy,EvaluateChoices,4,4,4,3,3,2,4,2,2,4,2,Boost,KB,4.0,600.0,4.0,60.0,10.0
5055,b35_45,GB,MSc,Female,3,2,2,2,3,Meat and Poultry,585,Slow Cooked Corned Beef for Sandwiches,B,8,healthy,EvaluateChoices,4,4,4,3,3,2,4,2,3,4,4,Boost,KB,4.0,600.0,4.0,30.0,5.0
5056,b35_45,GB,High_school,Female,4,4,2,2,4,Meat and Poultry,203,World's Best Lasagna,C,10,unhealthy,EvaluateChoices,4,3,4,3,4,2,4,2,2,4,4,Boost,KB,0.0,600.0,2.0,60.0,5.0
5057,b25_35,GB,High_school,Female,4,2,2,2,3,Seafood Pasta and Noodles,4584,Zippy Summer Shrimp,A,6,healthy,EvaluateChoices,5,4,5,2,4,1,5,1,1,5,1,Boost,KB,0.0,500.0,3.0,20.0,5.0
5058,b45_55,GB,High_school,Female,4,4,2,3,3,Meat and Poultry,137,Awesome Slow Cooker Pot Roast,B,9,unhealthy,EvaluateChoices,4,4,4,3,3,2,4,2,2,4,2,Boost,KB,3.8,1000.0,4.0,30.0,10.0
5059,b18_24,GB,BA,Female,4,4,2,1,3,Fruits and Vegetables,303,Garden Veggie Pizza Squares,D,8,healthy,EvaluateChoices,4,4,4,3,4,4,2,4,3,3,4,Boost,KB,4.0,600.0,3.0,45.0,5.0
5060,b25_35,GB,High_school,Female,4,3,3,1,4,Meat and Poultry,585,Slow Cooked Corned Beef for Sandwiches,B,8,healthy,EvaluateChoices,3,3,4,5,3,4,1,3,2,4,2,Boost,KB,0.0,625.0,2.0,60.0,5.0
5061,b35_45,GB,High_school,Male,3,2,1,2,4,Barbecue,3763,Scott Hibb's Amazing Whisky Grilled Baby Back Ribs,B,12,unhealthy,EvaluateChoices,5,4,5,3,4,2,4,1,1,5,1,Boost,KB,4.0,800.0,2.0,60.0,6.0
5062,bover_55,GB,BA,Female,4,4,3,1,3,Fruits and Vegetables,3189,Indian Chicken Curry (Murgh Kari),B,8,healthy,EvaluateChoices,5,4,4,3,4,4,2,2,2,4,4,Boost,KB,0.0,388.0,2.0,40.0,6.0
5063,b25_35,GB,High_school,Female,4,4,2,1,2,Seafood Pasta and Noodles,154,Szechwan Shrimp,B,6,healthy,EvaluateChoices,4,4,4,5,4,2,4,1,1,5,1,Boost,KB,4.0,500.0,2.0,30.0,5.0
5064,b25_35,GB,BA,Female,4,2,3,3,2,Fruits and Vegetables,1307,Black Bean and Rice Enchiladas,A,8,healthy,EvaluateChoices,4,4,4,4,4,3,4,2,2,4,2,Boost,KB,4.0,600.0,4.0,60.0,5.0
5065,b18_24,GB,High_school,Male,4,5,4,5,2,Seafood Pasta and Noodles,3303,Salmon with Brown Sugar Glaze,B,8,healthy,EvaluateChoices,5,4,4,4,5,2,4,1,2,5,2,Boost,KB,4.0,700.0,2.0,60.0,7.0
5066,b45_55,GB,High_school,Female,2,3,2,1,2,Meat and Poultry,2729,Taco Pizza,C,9,unhealthy,EvaluateChoices,4,3,2,3,4,4,2,1,2,3,2,Boost,KB,0.0,750.0,2.0,30.0,5.0
5067,b45_55,GB,MSc,Female,4,4,2,1,4,Fruits and Vegetables,956,Pizza On The Grill I,C,7,healthy,EvaluateChoices,4,3,4,4,3,2,2,1,2,3,2,Boost,KB,4.0,800.0,4.0,30.0,6.0
5068,b45_55,GB,BA,Female,4,5,2,1,4,Fruits and Vegetables,303,Garden Veggie Pizza Squares,D,8,healthy,EvaluateChoices,2,2,2,5,2,4,2,3,3,4,3,Boost,KB,0.0,400.0,4.0,30.0,7.0
5069,bover_55,GB,High_school,Female,3,4,2,3,4,Meat and Poultry,627,Chef John's Italian Meatballs,C,7,healthy,EvaluateChoices,4,3,3,4,3,4,2,1,3,5,2,Boost,KB,4.0,300.0,2.0,30.0,6.0
5070,bover_55,GB,BA,Female,4,5,3,2,4,Meat and Poultry,585,Slow Cooked Corned Beef for Sandwiches,B,8,healthy,EvaluateChoices,3,3,2,4,3,4,1,2,2,4,2,Boost,KB,0.0,750.0,2.0,60.0,6.0
5071,b25_35,GB,BA,Female,3,3,3,3,3,Fruits and Vegetables,293,Garlic Prime Rib,C,9,unhealthy,EvaluateChoices,4,4,4,4,4,1,4,2,1,3,1,Boost,KB,4.0,800.0,4.0,60.0,10.0
5072,b45_55,GB,High_school,Male,4,4,2,2,4,Meat and Poultry,650,Slider-Style Mini Burgers,D,8,healthy,EvaluateChoices,4,4,4,4,4,4,2,2,2,4,2,Boost,KB,4.0,614.0,3.0,36.0,7.0
